Crop,N,P,K,Temperature,Humidity,pH,Rainfall,Yield
groundnut,,27,,,59.4,8.1,,unknown
wheat,,,79,,,,,2306.5
,50,,,,73.7,,,unknown
groundnut,,,,37.3,,,,
banana,47,34,,,44.0,,204,4487.9
soybean,,58,,36.1,,,,unknown
millet,,,79,,,,226,
barley,,,,,63.0,,,2338.8
millet,,,65,,,6.3,,
maize,,,21,,,,218,
barley,92,76,,39.3,,,,unknown
maize,,47,,,,,265,
wheat,84,25,,,,6.0,,unknown
millet,,,60,,78.9,,280,
millet,47,,34,,,,111,3077.6
barley,104,,,33.0,30.1,,246,
millet,43,44,,,51.3,6.7,,
rice,,,,23.2,75.3,5.4,294,
N/A,98,,,,,7.5,232,4065.7
cotton,,,,,,,134,unknown
maize,,,75,,,4.5,287,
,51,,,38.5,91.2,,273,unknown
rice,,,,,,6.1,,
unknown,,35,,29.0,61.0,,240,
barley,,,,,,6.0,,
cotton,,,,,,,,
maize,65,58,,23.7,,,,
unknown,71,,,20.8,53.3,,,
wheat,92,,,,,,,2684.9
,,65,33,,,8.2,,
soybean,,,35,21.1,,,,2275.1
groundnut,,,,,84.0,8.3,,
maize,,29,80,,,6.1,85,
millet,,79,,32.4,,6.5,101,2042.4
barley,124,78,,,,5.6,106,
unknown,,,44,,,,70,
unknown,,44,75,,,4.9,234,unknown
unknown,,,,,,,,
,,24,,,,,74,3187.8
,,,,,,,288,unknown
N/A,108,33,48,,,4.6,,
unknown,,,,28.4,,,,unknown
soybean,,,48,,,,215,
maize,,,61,,77.0,,179,
soybean,89,,49,,,5.0,,
sugarcane,,63,,,,,292,3760.2
wheat,116,,63,26.8,92.7,,,
groundnut,,,,,,,,unknown
soybean,76,52,49,,,,,3144.7
wheat,112,37,,,,,73,
cotton,,,,37.8,92.8,6.3,255,
rice,,,,,38.4,,129,2962.3
maize,67,54,,,,,,2267.7
maize,,,29,35.3,,,,
banana,89,,,19.8,,,267,unknown
rice,,,,,97.8,6.5,282,unknown
soybean,,,,,96.6,5.2,249,
,,,,,83.0,,,
rice,,,,,,,,
rice,,,,,,,95,
soybean,,37,34,,,,,
millet,114,,63,25.1,,5.4,,
cotton,,,,,88.6,,246,
groundnut,,,,30.6,80.2,5.0,,unknown
cotton,73,,,24.2,94.2,,,
soybean,116,,,,,,,2954.8
banana,,50,40,,40.7,,81,4890.2
barley,80,25,78,,74.3,,,2287.1
,,,,,59.1,4.8,,
,,,,,53.9,5.5,299,1865.7
unknown,123,,,28.2,,,,unknown
rice,47,60,,32.8,,,,3025.7
maize,120,,,,96.0,,,2412.2
,77,,34,,,,,
,94,,,,49.5,5.2,,
rice,,,48,,,7.2,155,
barley,,,,,,,,2477.2
N/A,,,,,,,230,
cotton,,,77,,,,,
soybean,,,58,22.6,,7.7,,
N/A,,,,38.2,,,260,
wheat,,43,44,,,,,3449.2
soybean,,67,50,,,,,3720.7
N/A,81,,,,39.3,,,
groundnut,,,,34.0,,6.9,,2135.9
wheat,,26,36,,,,,
rice,,,,,,,,
wheat,121,77,,,,,264,
barley,,48,,,,,142,
sugarcane,107,41,68,,,,,unknown
barley,,,47,17.8,,,,unknown
unknown,84,,,,,5.3,,
banana,,,41,,96.3,,274,
barley,,,31,27.9,44.3,,137,unknown
unknown,,,52,,,6.2,66,
,110,,69,,,7.2,110,
N/A,,75,,28.8,,,,
barley,54,,44,16.9,,,,3017.5
,,,,,60.3,6.3,,
N/A,,,,,82.8,8.2,,
soybean,52,,61,,99.1,,,
maize,,68,,,77.1,5.8,,2902.3
N/A,,,25,,67.6,,86,
cotton,,,,,,,,unknown
,,,35,34.2,,,253,unknown
N/A,,26,75,,,,139,unknown
cotton,,,,,46.2,,226,unknown
unknown,,,,39.0,,,139,
groundnut,52,77,,,71.1,,,1812.9
barley,,22,,21.4,,,,
maize,,,41,39.6,,6.8,,unknown
maize,,51,22,,,,,unknown
,,,,,,8.4,,unknown
sugarcane,41,,,,,4.5,224,unknown
barley,,78,,22.9,,,162,2126.2
wheat,,,80,,,,272,
unknown,,,,,,,96,
banana,60,50,52,,,,,unknown
maize,,20,,,44.7,,,
soybean,112,,,28.3,,8.3,118,unknown
rice,,,56,,,4.9,186,unknown
millet,,,,,,,,unknown
millet,,46,,,98.3,,175,unknown
cotton,78,28,,,96.7,,,
sugarcane,54,,,,,,,
barley,,,60,24.2,,,279,2948.1
unknown,51,,60,,,6.6,,
,121,,58,15.9,,5.9,,unknown
,,52,26,,,,,
unknown,,26,,,94.6,6.7,,
N/A,,,,,,5.6,236,
cotton,128,,,,,,,
cotton,88,,68,,55.7,7.4,193,
,,,60,,,7.2,,
millet,,,,29.1,,5.6,,unknown
millet,126,,,,,,151,
soybean,125,,34,38.4,,5.8,,unknown
,65,26,,,,7.7,76,unknown
barley,86,,52,,50.7,,259,
banana,,42,28,36.9,,6.0,,
sugarcane,41,62,,,,,159,4033.1
soybean,,,,30.2,,,211,2643.9
banana,93,42,,17.5,,,,
cotton,,,,24.7,,8.2,215,2384.5
,,,,33.3,,,,
millet,,45,28,,,,,
millet,,,,,,,,
banana,,,69,,69.2,,,
soybean,,,37,29.1,,,,unknown
maize,,,,36.2,,7.1,,
,,,,20.6,83.5,,,unknown
millet,,,,22.8,,,,
cotton,124,,,,70.8,7.9,,unknown
rice,,,,,,,,3394.8
maize,120,,,38.0,,,,
groundnut,94,,62,,58.8,4.8,174,
millet,,,,,,,,3184.1
unknown,64,65,,,,8.1,,3469.7
unknown,,,,,,,,unknown
millet,,55,,,88.3,,,
maize,,,75,,,5.2,,3020.8
cotton,127,49,,,92.0,,,
millet,,,,32.1,90.6,,84,
unknown,,,,38.0,,,192,
groundnut,,,,,40.1,,,
barley,,,76,,,8.3,105,
groundnut,,78,,,94.5,,,1760.5
cotton,,,52,25.5,,,,unknown
unknown,,70,,,,,,
groundnut,63,,,,62.2,,258,unknown
,,76,20,,,,299,
,,,,,,4.8,,
soybean,,,,,81.0,7.8,130,3933.9
cotton,58,38,,,,8.4,,
cotton,112,61,,,,,,unknown
,,,,15.3,,5.2,153,
unknown,,,72,,,,289,unknown
sugarcane,,,31,,66.3,,,unknown
soybean,55,,43,19.2,,,102,2868.0
groundnut,,72,,23.2,85.4,5.7,91,
,,,80,30.3,,,277,unknown
groundnut,66,27,,,,,118,
groundnut,,,,,,,,
rice,57,,20,,72.8,,,
,52,64,65,,,,145,
banana,,,,,,,,unknown
,,62,,22.4,,,164,3975.1
maize,,,75,24.9,68.9,,280,
millet,,,,,,,194,
barley,,62,,,,,220,
maize,,45,,,72.2,7.5,,
cotton,,,,22.8,,6.3,,3103.2
banana,,65,22,,32.2,7.3,,
cotton,70,,,,,,205,
wheat,,35,53,,,,246,2740.6
millet,,45,39,39.6,42.0,6.4,193,unknown
,84,,,15.8,,,241,3208.3
rice,,,,29.5,,4.9,,3046.2
soybean,45,,,,30.2,8.4,,unknown
millet,,,65,21.6,,,,2723.7
banana,64,,,,,,,
barley,,,70,,,4.8,207,unknown
maize,103,,,18.2,,8.4,251,unknown
N/A,49,,43,,50.3,7.6,79,2726.4
N/A,,,,36.3,,,,
wheat,100,,51,15.8,,5.9,141,
wheat,,,,29.0,,,,2693.0
rice,94,43,32,,71.3,,,
unknown,52,,,,,,,
cotton,,,,,,,,
groundnut,,,,33.1,,,,1506.2
sugarcane,96,,47,,,,,unknown
millet,129,69,33,,,7.9,226,
groundnut,,35,,15.7,51.5,,,1934.4
unknown,,,,,44.2,,,1750.9
barley,,42,,,94.6,,,
maize,,,,16.4,,,,unknown
cotton,44,,,,,,,unknown
sugarcane,83,,62,,52.3,4.7,,
maize,,,60,27.3,54.5,,,
sugarcane,,,,,,5.3,111,unknown
,120,64,,,,6.6,,unknown
barley,86,,,,,,,unknown
sugarcane,,,65,,,,,4387.9
unknown,,,42,,,5.5,,
soybean,,,,,39.0,,,
,,34,,,,,,3633.9
N/A,121,,,20.8,34.6,,160,
rice,100,49,,,,,,
N/A,125,39,77,,59.3,,150,
groundnut,,,,,,,,1442.3
barley,120,,38,24.8,,,,
cotton,88,,76,,,,,2347.0
cotton,70,,60,,,4.5,282,2568.9
,97,,37,,87.7,6.8,,4060.3
banana,47,,,24.2,57.5,,232,
,,57,,15.4,,,,unknown
sugarcane,93,20,,,,4.6,,
groundnut,122,,22,,,,,unknown
groundnut,95,56,48,38.3,,,,unknown
N/A,,,,,77.1,,,
wheat,,,,24.5,62.7,,,
N/A,,46,30,,,8.0,,3519.5
sugarcane,,,54,17.0,83.5,,,unknown
barley,87,74,,,,6.5,,3477.3
sugarcane,,,,,,,282,4700.1
millet,50,,,,,,135,
groundnut,,47,,,60.7,8.2,,
barley,115,47,,,,,288,unknown
cotton,44,50,,,,,,1766.9
maize,111,,38,34.1,,,,unknown
barley,,,,36.1,,5.9,94,
barley,121,43,,30.3,,7.7,,unknown
maize,57,,,15.7,76.1,,,unknown
N/A,,,49,22.3,,,,
banana,,,,,60.2,,87,3530.3
soybean,,,,,59.1,,,
sugarcane,,,,,,8.3,291,
cotton,,20,,,,8.0,,
sugarcane,,,,,,,,
maize,,22,,,,,,3176.4
maize,111,,60,,,7.0,138,unknown
,121,,72,,83.9,,,
groundnut,,,,,,,,unknown
barley,,,,,73.7,,,unknown
groundnut,,,,32.3,75.0,8.0,,
millet,,,,,,,,
barley,,,32,20.7,81.5,,,
millet,66,,,,,,151,
groundnut,,,,,,,289,1782.7
,62,28,,,53.4,6.2,,
barley,,36,39,,,,,2894.3
wheat,114,,,,64.7,7.8,,3803.9
,,79,29,25.1,,,248,unknown
maize,77,,,,80.7,,,2712.2
soybean,100,,77,24.2,91.4,,197,
,,,,37.3,64.7,,,3303.1
maize,,,38,,41.0,,263,2418.4
cotton,,26,,,67.3,,,2100.5
unknown,,49,32,18.3,34.8,6.0,124,2585.0
N/A,,,,,,,,2274.8
sugarcane,43,,,,31.0,5.3,,
,,,,,,,170,unknown
wheat,,,71,,,5.2,,
wheat,,29,,,74.5,,222,
groundnut,66,80,,32.9,78.6,,,1472.0
banana,67,23,55,32.9,,,,4412.1
maize,,,,,,,,3021.9
millet,,,,,,7.5,,
cotton,107,47,44,39.4,,7.2,64,
sugarcane,,,,,,6.2,,
wheat,,49,,,,4.7,,unknown
millet,,,,35.1,,,,
rice,,,,32.2,55.2,7.8,189,2874.3
millet,,69,,17.9,39.4,,,
soybean,,,,,46.2,6.2,,2399.7
millet,,26,,,,,100,
soybean,,,,26.2,49.7,,135,unknown
unknown,,25,23,,34.0,,,1634.2
sugarcane,,,,,,8.4,,
groundnut,,,,,,5.5,,unknown
soybean,,59,58,,,7.1,,unknown
sugarcane,,,,35.4,,7.2,,5214.7
N/A,,68,,,38.5,,290,unknown
millet,,65,58,,,,200,
banana,114,,,27.7,,,,
,40,,,,,,112,2760.3
banana,,,,,,,71,
wheat,,74,,,,8.4,,3532.5
N/A,,,45,,,7.5,,
groundnut,122,,28,,58.2,,,
groundnut,104,57,61,,,,,
barley,,38,64,,,4.9,204,3537.2
maize,,,,,31.5,,,2317.5
groundnut,,,,,,,60,unknown
unknown,46,,,,31.8,,,2486.1
,47,79,,35.7,,,154,3720.6
millet,104,,,39.2,,8.4,,3121.9
cotton,,,80,31.6,92.9,8.5,,
N/A,,,48,21.4,72.7,5.7,62,unknown
maize,,27,,,,5.3,,
N/A,,67,,27.0,43.2,,,unknown
,,,,,,,,unknown
unknown,66,,,,,,,2485.8
sugarcane,81,46,,,,,210,3754.3
wheat,118,,,,,5.0,,2788.2
rice,,50,68,,,5.9,81,4449.4
banana,,,,,,8.4,,
rice,95,,31,,50.7,7.7,,unknown
maize,,,62,,,8.0,110,
cotton,,46,42,29.8,,,,2585.8
barley,,,,,72.8,,,unknown
soybean,112,,63,,,,,
maize,,,44,,63.1,,,unknown
unknown,61,,,,,,,
wheat,,48,,,69.3,,,
sugarcane,,,59,16.1,,,142,
soybean,,20,74,26.8,92.5,,177,unknown
cotton,,43,,,66.8,5.6,,1966.1
sugarcane,,,,,37.0,,,
millet,,,,,,7.5,,
millet,,,70,25.3,,,,2539.1
N/A,,,,,81.3,5.0,,unknown
millet,,,,,,,,2221.7
barley,,40,,,45.1,,,
millet,,45,,,65.4,,150,
millet,,,50,,,7.5,181,
soybean,,,,,,,72,2893.3
wheat,,,,,,,,2468.0
groundnut,64,,,,96.5,,,
banana,88,,23,,33.6,,,unknown
sugarcane,,,68,,62.0,,138,
,53,48,,32.1,,,,
barley,,,51,16.8,66.9,7.3,,3171.0
,94,,23,17.0,,7.0,,
groundnut,,27,,18.1,78.9,5.4,279,
groundnut,,,,,65.0,5.9,213,2135.7
cotton,,,,,,,,
unknown,,,,,,,,unknown
soybean,89,,,,94.7,,145,
,,58,76,15.4,94.0,5.0,194,2424.2
wheat,,22,,,41.1,,,
groundnut,72,,36,32.8,43.3,,,unknown
wheat,,67,,21.3,,,,
groundnut,46,64,,18.3,,6.2,276,
groundnut,,64,,,,6.0,,
wheat,66,,,,,,,2215.7
rice,44,46,,,,,,
,,,,,,,,
barley,104,,47,,,5.3,,
,73,,,,,,224,
barley,,,64,25.1,,6.7,,
maize,49,,,,,,185,
,,,,,,,,
barley,,,52,,,,,
banana,59,,,,77.0,7.9,,unknown
unknown,,,64,20.3,,,,
,90,27,,,,,198,unknown
rice,,42,,,89.0,,,unknown
millet,,34,,,84.0,4.7,,unknown
millet,,,41,,,6.3,105,unknown
rice,,47,,17.4,,4.9,91,2597.0
N/A,,,,,53.2,,,unknown
banana,118,32,,,,,,unknown
wheat,,,,,86.7,,,3768.9
barley,,24,,,36.4,5.5,201,3306.6
wheat,,,,,,,,3792.2
cotton,114,,,25.3,,,,unknown
wheat,,73,29,21.1,,7.2,,unknown
rice,124,,,,,,262,
N/A,,62,,26.5,,7.5,,unknown
groundnut,,,,33.4,,8.2,,
banana,,,,15.6,,,,
cotton,,,28,,,7.7,,
cotton,,,64,,,,,3069.0
N/A,,,42,,,,,1675.4
millet,41,80,,26.7,,,275,unknown
millet,,,,,46.3,5.6,202,
millet,,,,,,5.3,,3133.0
sugarcane,104,39,25,20.5,43.8,,,
N/A,49,,,,,,,unknown
sugarcane,,,,39.4,78.3,,,unknown
cotton,124,,,,54.0,,89,3158.6
sugarcane,40,72,,18.1,,,266,5325.0
banana,,37,,,,,,
millet,,74,,,90.5,,,unknown
wheat,,76,,,83.1,7.3,249,
banana,,,36,,,7.1,72,4671.4
groundnut,66,,31,39.7,57.4,,235,2136.7
millet,,,53,,,7.6,,unknown
barley,,,,,71.8,6.7,269,
maize,130,,,,,,,unknown
barley,100,39,,31.5,41.0,,,
banana,125,,,,,,229,
groundnut,54,,,31.2,41.4,5.3,,unknown
barley,,,,27.8,,4.7,197,unknown
barley,,,,,,4.9,,unknown
N/A,,,,,,,,3452.1
banana,61,64,,25.5,71.1,5.8,,
N/A,66,,,,,,,unknown
sugarcane,130,66,,,,5.3,,unknown
groundnut,,,,,,,,
maize,,65,30,39.8,,,,
banana,,,,,35.3,8.5,,3770.3
N/A,45,58,,,,,,
barley,,,60,,,4.9,,unknown
millet,110,,,37.5,,,159,2769.1
groundnut,,73,59,,,,,1927.8
soybean,,,49,,,4.9,,
millet,,,,25.5,55.6,,,unknown
,62,71,,,43.5,,98,
cotton,,,80,20.2,,,,
soybean,,50,51,,,7.3,,3381.0
banana,,27,63,,85.5,7.8,,unknown
sugarcane,,,26,,,,197,
groundnut,,,,,,,,
cotton,,,,,,5.8,,unknown
groundnut,,,,,35.4,5.9,,
millet,,65,,,32.7,8.1,,unknown
soybean,,,,,,,195,unknown
,64,34,33,,,7.8,279,
soybean,51,,,,,,,
maize,,,,15.1,70.6,7.3,,unknown
barley,77,,,33.3,42.4,,,
cotton,122,,,,73.9,,,
banana,,,,,,,,unknown
maize,113,,37,17.8,,,,
groundnut,,20,,34.9,,,,unknown
millet,,,52,17.4,,,,
barley,107,74,59,,,,151,2140.4
barley,,,,,,,153,
N/A,,,,,,,,unknown
N/A,73,,,,,6.9,,
maize,,34,66,27.3,,,,unknown
barley,77,,21,,,,147,2868.2
rice,,,,35.8,61.8,5.5,,
cotton,,,35,,,,,1984.1
groundnut,,,79,,,8.1,292,unknown
millet,95,,,25.2,,6.0,,unknown
soybean,,,,,,,,unknown
N/A,,,,,,5.5,,2888.0
maize,,,,,,,290,
cotton,81,,,,,,,
maize,,,45,38.4,,,50,
barley,,,,,99.4,,80,3485.3
cotton,116,,,,82.4,,,2754.1
unknown,,,,,52.0,8.3,,
soybean,,,60,,,7.5,262,
N/A,,,56,,,,248,2750.9
banana,,,,20.6,,,,unknown
N/A,,,,,47.6,,,
maize,,,56,,,,,unknown
cotton,,38,29,,37.3,5.2,,unknown
unknown,,,,,,6.4,,unknown
sugarcane,,,,,,,190,unknown
groundnut,,69,,,91.1,4.7,,unknown
,,,,21.2,67.7,5.6,192,
unknown,,,,,,,239,unknown
wheat,,40,,32.0,85.8,,,2796.4
soybean,,,52,17.9,,,,unknown
soybean,,,,22.3,,,,
cotton,,,,,,,,
millet,,64,26,,71.8,,,
soybean,92,,,,,8.0,,2560.9
rice,,,,,,,,unknown
unknown,,,,,,,224,unknown
rice,,,28,,,6.2,,2613.1
,,49,,29.1,,,,
N/A,,,74,,,,,
soybean,,,72,,,,,unknown
soybean,,,,,,8.4,,
millet,,,,,,,,2474.9
unknown,,35,,,93.6,,,4498.3
barley,,72,,,,8.1,,2590.4
groundnut,104,73,,,,,203,unknown
N/A,,,,,,,236,unknown
soybean,126,77,,21.6,77.3,,84,
sugarcane,,,32,37.8,,,275,unknown
maize,59,74,,,,7.2,,unknown
N/A,,32,36,,,,130,
millet,,,20,,94.2,,,
sugarcane,,,70,,34.7,,,
soybean,,74,,23.4,,,,unknown
rice,,31,,23.6,65.7,,183,
,,,,,,8.2,279,unknown
banana,,58,46,33.7,84.3,8.4,,
sugarcane,,80,,22.0,,5.2,,unknown
barley,,27,45,,94.1,,,
banana,,78,40,19.7,,8.0,,3771.6
unknown,,,,15.1,31.3,,,unknown
banana,68,32,67,,,,157,3484.3
maize,,25,,37.8,35.7,,,
maize,,71,37,,,,,
barley,,,,34.9,84.5,,,3065.4
millet,84,,,,,,,2105.4
,,,40,,,6.1,211,unknown
maize,,,,,,,,
banana,,,,,,,195,
,,,,,68.5,4.9,,
barley,,,,22.2,,,,3545.8
groundnut,109,,37,,57.6,,268,
banana,,,,,,,,
N/A,126,,,,88.7,4.8,84,4099.6
unknown,,,,,80.9,6.9,284,
wheat,75,68,,27.7,,,,
rice,,29,,,,7.7,,
soybean,,,55,,,,,unknown
banana,,,,17.8,38.7,5.2,,
groundnut,58,76,,23.0,,,55,unknown
,,,,,35.0,6.1,,4824.5
groundnut,,,36,,72.6,5.6,63,
maize,,,71,,,,,
wheat,,35,,,51.4,,150,
millet,126,,72,,,,,
rice,52,,,,,,,
cotton,44,45,,,93.0,,,
maize,,,54,,,,,
barley,,79,52,18.5,,6.3,,3114.0
unknown,,53,,28.4,,,,
cotton,,78,,,77.3,,,
rice,,44,78,,85.5,7.4,,3697.8
wheat,,,36,,77.5,,,2753.5
N/A,,68,,20.4,,,,
sugarcane,,61,,27.5,,,,unknown
barley,120,44,,,,,,
millet,85,,80,,97.3,,136,1915.2
banana,,,,,46.9,7.4,217,4325.0
banana,,,,,,,,
cotton,125,76,,22.1,,,,
rice,98,,,,,,131,3017.2
cotton,,48,,,,,270,unknown
wheat,,,,,,5.5,,
sugarcane,116,,,,,,,
rice,,67,,37.8,,,,unknown
millet,,,78,38.1,42.0,,,
millet,,,,,,,174,2994.2
sugarcane,,,39,,,,,3363.7
unknown,61,,,,,8.1,94,3396.6
soybean,,,,23.0,,,234,unknown
N/A,,66,,,,,,unknown
rice,,,26,23.9,,,237,
cotton,,34,,,,8.3,,unknown
N/A,,58,76,,67.0,,,unknown
groundnut,,58,39,,74.0,4.9,72,
banana,,,,,48.5,,246,
N/A,,,34,26.3,49.1,6.3,,
,129,,,,,8.5,,unknown
N/A,,61,,34.8,,5.4,,4038.3
millet,87,,,,,7.7,149,
maize,,75,35,,,,,unknown
sugarcane,,,,,,,108,3260.9
N/A,,,72,32.3,46.3,6.5,,1488.1
unknown,71,,49,,,,,2813.2
unknown,,,31,31.2,76.4,,,unknown
sugarcane,,,,,90.0,6.7,,unknown
soybean,92,,23,,,,247,unknown
rice,,67,,19.8,,,,unknown
N/A,,,,,,,,
barley,,,,,,8.5,,
wheat,,,80,,,7.2,,unknown
barley,111,,,,,,283,unknown
soybean,,65,25,,98.5,7.6,,
soybean,,,76,28.7,,,,3262.0
maize,,,,27.8,78.6,,,2392.9
sugarcane,,,,,,4.7,,
sugarcane,,,,,38.4,,,
N/A,,60,,20.2,84.4,5.8,,
unknown,,80,61,,55.1,7.0,,
soybean,,,,,66.2,7.8,,2797.4
,60,,,,,4.8,,unknown
cotton,41,,75,,,7.8,,2239.5
groundnut,,48,,,,7.6,159,
wheat,,,,,53.5,,,2583.4
maize,,,,32.7,,7.7,,
soybean,,,,34.1,,,,3211.4
,,,,,92.9,,210,
cotton,,,,30.0,,,65,
cotton,,60,33,,,6.1,,
N/A,,,,,44.6,7.5,135,unknown
groundnut,,51,,,,,,unknown
barley,,72,,,,,,
sugarcane,,,,,30.7,4.9,,5621.5
banana,,21,66,,,7.7,,unknown
cotton,,37,,,,7.2,66,2355.2
barley,105,,,33.1,,,172,
soybean,88,58,,,,6.3,104,
cotton,,,,,,8.2,,
barley,,,,17.4,,,,
,101,,,,,,,
N/A,60,,,,,,,3753.3
cotton,,28,,19.5,,4.6,,unknown
soybean,43,33,47,,,,281,3961.0
N/A,,,,29.4,,,,3275.7
wheat,,,,17.1,,,,
cotton,117,,,,,,,
barley,,,,,,,251,2516.0
wheat,,47,,,,,243,
sugarcane,,,,,85.9,7.6,60,
maize,82,,50,,,,188,3424.8
soybean,,,40,26.1,,,56,
millet,,,72,39.1,,5.0,,
soybean,,,,29.6,,5.5,64,2403.6
banana,,,,33.4,,,280,
banana,,,,,,,246,
N/A,,,47,37.0,66.3,8.3,,2397.4
banana,,77,,20.3,,,,unknown
maize,,27,,,96.9,,181,3091.0
millet,,,,,99.5,,,
maize,,,,25.4,,,,3562.1
soybean,,,,,79.7,,,
soybean,,,20,34.2,,,,unknown
banana,84,,,,,6.8,,unknown
cotton,,62,61,16.5,,,,
maize,128,,,,,,202,2646.5
wheat,68,,,28.9,45.0,,228,3382.4
wheat,81,75,,,39.6,4.6,,2375.7
unknown,,,28,,,8.4,173,3221.7
N/A,,70,28,31.5,,,,
unknown,,78,39,,87.6,7.1,,
unknown,,,,,97.0,8.4,,
soybean,,36,,22.2,,5.7,,3268.0
maize,108,,,,,,151,unknown
wheat,,66,26,31.6,88.3,,85,
wheat,,60,75,,,,,unknown
cotton,,51,68,32.1,,8.1,233,unknown
maize,,,,25.6,,,,unknown
cotton,,,,,48.0,5.3,114,
sugarcane,,71,,,,7.0,,4279.2
cotton,,,56,24.3,61.4,,,
groundnut,,57,40,33.6,,,,
barley,,,,,64.8,,,unknown
wheat,,,,,,,,3518.4
cotton,,80,78,,,,,unknown
N/A,72,48,,,,,141,
barley,,,,,,,,2131.2
N/A,,,25,,,,80,1530.1
wheat,,,,33.8,,,,
rice,,,,,,,,3067.7
unknown,,,,27.6,,,,unknown
groundnut,,,33,,93.6,,,unknown
barley,74,,30,15.6,,,,
maize,,,38,,,,,2546.6
banana,,,,24.2,,,,
soybean,42,,,,,,165,
banana,97,,,,,,,
,101,49,,,,,,
N/A,,,,16.9,,,,
unknown,,68,,17.6,91.9,6.5,253,
cotton,88,,,,,6.2,,
maize,,,46,30.8,,,,
N/A,,,,27.6,,7.3,,unknown
unknown,,,,,,4.9,231,unknown
barley,,57,,,,,144,
,,,,,,,,unknown
millet,,,,,54.6,,,unknown
soybean,,,22,,89.7,,,unknown
sugarcane,,46,,25.7,35.9,,77,5097.8
rice,,26,,,,,,unknown
millet,,,46,,,8.1,,3148.6
millet,,,30,,,5.3,,
banana,,73,,,,,,unknown
barley,78,,,37.0,,,216,3485.8
N/A,,,,25.9,,,,
groundnut,54,,,,,8.5,112,
groundnut,,,,,,7.5,,unknown
rice,,,47,,,,,
millet,,,,26.7,,,,unknown
cotton,,,,36.3,85.2,6.8,,
rice,,67,,,,6.8,,4414.8
groundnut,,53,,,44.8,6.3,,
barley,68,30,,,,,,2470.8
,,,,,,6.7,270,unknown
banana,53,,,,,4.7,,unknown
N/A,,59,71,,,,,
banana,,,33,,64.0,6.7,,
soybean,56,,,26.0,,,201,2691.5
maize,,,,24.3,,,,unknown
soybean,,,,,87.6,,,3857.6
wheat,61,,,27.0,58.5,5.9,260,2222.3
,,70,23,,,4.6,,unknown
soybean,,,,,,,64,
rice,,22,64,,,,73,
wheat,83,,51,,68.4,,,
maize,,80,,,57.9,,,
wheat,111,,,38.0,97.4,,115,unknown
unknown,,,,28.2,43.0,,,
rice,,,,,,5.6,232,2781.3
maize,,,,,,7.1,252,
rice,,49,,,,,,3065.4
,,,,,67.2,,,2839.8
soybean,,57,,,,,,unknown
,,,,37.9,,8.3,,
maize,,,44,,45.7,,,
cotton,,,27,31.7,83.1,6.5,,unknown
groundnut,,40,,,77.4,,189,
barley,108,34,35,28.5,89.9,6.8,,2658.1
sugarcane,,,,18.3,46.1,,,unknown
soybean,,50,26,,,,,
groundnut,59,,77,33.3,32.5,6.4,,unknown
banana,,,48,,,,,
sugarcane,63,,,,,,67,unknown
unknown,,,,25.4,,7.1,,
banana,,,78,,67.7,,292,
banana,,64,,,52.9,,,2828.2
unknown,118,,,,,,,
,,,58,,,,141,unknown
rice,129,,,,,,,4151.7
millet,,,53,,62.3,,,
banana,,,,,,5.8,,
millet,103,,65,,,6.9,,
unknown,89,67,,,,,,
millet,,30,,,,7.0,191,
groundnut,,,,,,,129,
barley,105,78,,,,6.1,57,unknown
,,,,,,5.7,,2073.4
millet,,,,27.9,,6.9,,
N/A,,,49,29.7,,,120,3464.8
wheat,,49,,,,8.0,,3753.5
banana,,,,,88.8,,295,unknown
unknown,,,33,,70.0,,,unknown
banana,,,,36.5,,,257,4433.4
sugarcane,,31,,,85.4,,,
N/A,,,,24.8,65.9,,,
groundnut,98,50,46,17.9,,6.8,,
groundnut,,,23,,65.2,,121,
unknown,,,,29.7,,,,4189.9
cotton,112,,73,34.1,,,,
sugarcane,105,,38,,,,,
millet,79,,,,,,78,
millet,,,,,,7.8,,
maize,40,59,,15.2,,,292,unknown
cotton,,,,,,,,unknown
rice,,,,22.8,,,231,
barley,,,,,,,70,unknown
soybean,,,,,,,,
millet,,,40,,,,73,
millet,,,25,,83.7,,,
millet,117,59,28,20.5,,,,unknown
cotton,114,,,,,,,2358.2
groundnut,49,49,26,,,,,
unknown,67,27,,32.4,50.6,5.6,54,
maize,,43,,22.7,,,,unknown
millet,,,,,59.7,,,3318.9
groundnut,,,37,,,,,
wheat,,30,47,,,,109,3496.7
maize,60,,55,,82.6,,,3350.1
sugarcane,41,,,,56.0,5.9,,
cotton,,46,,25.1,48.9,,,
unknown,120,,,,,7.0,,4384.1
N/A,,32,65,,87.3,8.1,107,
rice,,,,,,,300,
groundnut,,,,,32.0,8.3,,1546.7
soybean,,33,,,,,,unknown
maize,,21,66,34.7,57.4,,282,
N/A,,,59,,,4.6,194,
rice,,34,,16.5,,8.0,,3268.9
N/A,,,74,,69.1,,,
cotton,130,77,41,20.5,,,,
sugarcane,93,,,,49.7,,260,unknown
barley,,22,,,,,,
groundnut,,,,,37.4,,89,
banana,,,33,,53.1,,,
N/A,44,,,,,,,
barley,,,,,56.2,4.8,218,
millet,67,,,,,7.0,,3305.5
maize,111,,,,,5.0,,2986.7
maize,,56,,,,,,unknown
millet,,,75,30.3,,,273,unknown
banana,89,80,42,28.7,,,,
banana,,22,76,,58.0,5.8,,
